lat,lon,ele,sog,cog,date,time,fix,sat,ehve,ehpe,evpe,ece,hdop
50.5699960,-2.4564706,16.472,2.793,75.743,2023-10-10,08:56:56.000,3,10,0.533,3.68,5.05,10.317,1.12
50.5699982,-2.4564616,16.422,2.955,73.202,2023-10-10,08:56:56.200,3,10,0.545,3.67,5.05,10.048,1.12
50.5700008,-2.4564537,16.497,3.035,70.209,2023-10-10,08:56:56.400,3,10,0.555,3.68,5.06,9.798,1.12
50.5700036,-2.4564448,16.497,3.172,67.924,2023-10-10,08:56:56.600,3,10,0.498,3.68,5.07,9.989,1.12
50.5700071,-2.4564379,16.604,3.187,63.818,2023-10-10,08:56:56.800,3,10,0.480,3.68,5.07,10.416,1.12
50.5700108,-2.4564300,16.675,3.357,60.440,2023-10-10,08:56:57.000,3,10,0.565,3.69,5.09,10.344,1.12
50.5700140,-2.4564228,16.606,3.315,57.812,2023-10-10,08:56:57.200,3,10,0.648,3.71,5.10,10.673,1.12
50.5700184,-2.4564163,16.589,3.340,53.970,2023-10-10,08:56:57.400,3,10,0.696,3.72,5.11,10.654,1.12
50.5700225,-2.4564091,16.592,3.338,51.844,2023-10-10,08:56:57.600,3,10,0.682,3.74,5.12,11.686,1.12
50.5700268,-2.4564015,16.600,3.413,50.376,2023-10-10,08:56:57.800,3,10,0.654,3.76,5.14,12.111,1.12
50.5700309,-2.4563952,16.692,3.333,49.303,2023-10-10,08:56:58.000,3,10,0.671,3.78,5.15,12.776,1.12
50.5700352,-2.4563880,16.702,3.378,48.383,2023-10-10,08:56:58.200,3,10,0.635,3.79,5.16,12.516,1.12
50.5700388,-2.4563816,16.768,3.200,48.197,2023-10-10,08:56:58.400,3,9,0.626,3.80,5.17,13.167,1.14
50.5700429,-2.4563741,16.710,3.201,47.630,2023-10-10,08:56:58.600,3,9,0.611,3.80,5.18,11.553,1.14
50.5700490,-2.4563683,16.788,3.386,43.982,2023-10-10,08:56:58.800,3,9,0.580,3.80,5.18,10.606,1.14
