lat,lon,ele,sog,cog,date,time,fix,sat,ehve,ehpe,evpe,ece,hdop
50.5706677,-2.4560758,16.129,2.608,16.568,2023-10-11,09:05:17.600,3,7,1.041,12.76,11.56,16.792,3.19
50.5709612,-2.4561089,8.841,2.740,189.108,2023-10-11,10:02:46.600,3,21,0.210,1.44,1.74,4.485,0.65
50.5709558,-2.4561106,8.723,2.936,189.649,2023-10-11,10:02:46.800,3,21,0.186,1.43,1.73,4.504,0.65
50.5709497,-2.4561117,8.646,3.192,187.097,2023-10-11,10:02:47.000,3,21,0.164,1.43,1.72,3.768,0.65
50.5709440,-2.4561121,8.639,3.132,183.425,2023-10-11,10:02:47.200,3,22,0.149,1.42,1.72,3.660,0.59
50.5709385,-2.4561123,8.528,2.978,181.055,2023-10-11,10:02:47.400,3,22,0.178,1.41,1.71,5.038,0.63
50.5709326,-2.4561126,8.428,3.111,179.544,2023-10-11,10:02:47.600,3,22,0.193,1.41,1.71,5.688,0.63
50.5709272,-2.4561135,8.465,2.987,180.173,2023-10-11,10:02:47.800,3,22,0.196,1.41,1.70,3.836,0.59
50.5709214,-2.4561125,8.390,3.118,176.844,2023-10-11,10:02:48.000,3,22,0.205,1.40,1.70,4.009,0.63
50.5709152,-2.4561111,8.398,3.285,173.325,2023-10-11,10:02:48.200,3,21,0.200,1.40,1.69,4.259,0.65
50.5709096,-2.4561090,8.350,3.263,169.400,2023-10-11,10:02:48.400,3,20,0.208,1.40,1.69,4.638,0.72
50.5709040,-2.4561058,8.279,3.247,163.694,2023-10-11,10:02:48.600,3,20,0.214,1.39,1.69,4.417,0.72
50.5708985,-2.4561030,8.231,3.297,160.725,2023-10-11,10:02:48.800,3,20,0.201,1.39,1.68,3.750,0.72
50.5708927,-2.4561000,8.224,3.407,159.463,2023-10-11,10:02:49.000,3,20,0.184,1.39,1.68,2.899,0.72
50.5708868,-2.4560968,8.204,3.485,158.786,2023-10-11,10:02:49.200,3,19,0.189,1.38,1.67,3.152,0.74
50.5708807,-2.4560916,8.176,3.772,154.325,2023-10-11,10:02:49.400,3,19,0.212,1.38,1.67,3.533,0.74
50.5708755,-2.4560862,8.209,3.573,150.460,2023-10-11,10:02:49.600,3,18,0.234,1.38,1.67,4.170,0.77
50.5708702,-2.4560804,8.151,3.558,145.615,2023-10-11,10:02:49.800,3,20,0.224,1.38,1.67,3.617,0.76
50.5708651,-2.4560737,8.111,3.616,140.347,2023-10-11,10:02:50.000,3,20,0.218,1.38,1.66,3.014,0.72
50.5708598,-2.4560669,8.107,3.784,139.214,2023-10-11,10:02:50.200,3,20,0.192,1.37,1.66,2.908,0.72
50.5708546,-2.4560597,8.082,3.859,137.485,2023-10-11,10:02:50.400,3,20,0.192,1.37,1.65,3.181,0.64
50.5708495,-2.4560524,8.079,3.814,135.921,2023-10-11,10:02:50.600,3,19,0.207,1.37,1.65,3.044,0.67
50.5708452,-2.4560451,8.064,3.637,131.488,2023-10-11,10:02:50.800,3,21,0.211,1.36,1.65,2.785,0.63
50.5708412,-2.4560372,8.031,3.656,127.630,2023-10-11,10:02:51.000,3,21,0.191,1.36,1.65,2.595,0.63
50.5708367,-2.4560296,7.989,3.644,128.636,2023-10-11,10:02:51.200,3,20,0.191,1.35,1.65,2.831,0.66
50.5708323,-2.4560210,7.944,3.860,127.531,2023-10-11,10:02:51.400,3,18,0.195,1.35,1.64,2.663,0.73
50.5708278,-2.4560126,7.867,3.775,128.246,2023-10-11,10:02:51.600,3,18,0.208,1.35,1.64,3.430,0.92
50.5708236,-2.4560043,7.861,3.686,127.126,2023-10-11,10:02:51.800,3,18,0.189,1.35,1.64,3.160,0.78
50.5708199,-2.4559979,7.885,3.353,126.186,2023-10-11,10:02:52.000,3,18,0.251,1.34,1.64,3.326,0.86
50.5708160,-2.4559895,7.859,3.617,125.776,2023-10-11,10:02:52.200,3,17,0.222,1.34,1.64,3.656,0.79
50.5708118,-2.4559810,7.792,3.764,126.204,2023-10-11,10:02:52.400,3,18,0.215,1.34,1.64,3.354,0.73
50.5708073,-2.4559731,7.755,3.758,128.157,2023-10-11,10:02:52.600,3,16,0.274,1.34,1.64,3.836,0.97
50.5708034,-2.4559644,7.700,3.669,126.395,2023-10-11,10:02:52.800,3,19,0.292,1.35,1.64,3.164,0.88
50.5707998,-2.4559575,7.754,3.466,125.712,2023-10-11,10:02:53.000,3,20,0.276,1.35,1.64,3.303,0.80
50.5707958,-2.4559494,7.731,3.650,125.714,2023-10-11,10:02:53.200,3,19,0.273,1.35,1.64,2.937,0.86
50.5707914,-2.4559410,7.703,3.826,126.034,2023-10-11,10:02:53.400,3,19,0.235,1.34,1.64,2.330,0.86
50.5707872,-2.4559322,7.777,3.982,125.174,2023-10-11,10:02:53.600,3,20,0.245,1.34,1.64,2.989,0.87
50.5707831,-2.4559232,7.702,3.918,123.885,2023-10-11,10:02:53.800,3,20,0.242,1.34,1.64,2.970,0.80
50.5707798,-2.4559154,7.740,3.647,122.003,2023-10-11,10:02:54.000,3,20,0.275,1.35,1.64,3.016,0.78
50.5707762,-2.4559072,7.725,3.672,120.930,2023-10-11,10:02:54.200,3,20,0.273,1.35,1.64,3.182,0.86
50.5707721,-2.4558993,7.738,3.701,123.290,2023-10-11,10:02:54.400,3,20,0.269,1.34,1.64,2.533,0.78
50.5707676,-2.4558909,7.707,3.890,125.970,2023-10-11,10:02:54.600,3,20,0.238,1.34,1.64,2.331,0.78
50.5707629,-2.4558826,7.660,3.869,128.204,2023-10-11,10:02:54.800,3,19,0.281,1.34,1.64,3.069,0.80
50.5707586,-2.4558748,7.648,3.704,128.688,2023-10-11,10:02:55.000,3,20,0.279,1.34,1.64,2.828,0.79
50.5707537,-2.4558675,7.606,3.757,131.669,2023-10-11,10:02:55.200,3,20,0.268,1.34,1.64,2.525,0.79
50.5707488,-2.4558606,7.591,3.668,134.103,2023-10-11,10:02:55.400,3,18,0.247,1.34,1.64,2.458,0.88
50.5707436,-2.4558538,7.558,3.651,136.250,2023-10-11,10:02:55.600,3,19,0.209,1.34,1.64,2.689,0.73
50.5707384,-2.4558477,7.542,3.567,138.804,2023-10-11,10:02:55.800,3,18,0.205,1.34,1.64,3.270,0.73
50.5707332,-2.4558415,7.524,3.627,140.207,2023-10-11,10:02:56.000,3,20,0.204,1.34,1.64,3.113,0.68
50.5707280,-2.4558357,7.477,3.499,141.595,2023-10-11,10:02:56.200,3,19,0.206,1.34,1.64,3.467,0.73
50.5707228,-2.4558299,7.427,3.510,142.766,2023-10-11,10:02:56.400,3,20,0.207,1.33,1.63,3.349,0.73
50.5707177,-2.4558241,7.398,3.509,142.351,2023-10-11,10:02:56.600,3,20,0.191,1.33,1.63,3.824,0.69
50.5707126,-2.4558179,7.343,3.523,142.044,2023-10-11,10:02:56.800,3,19,0.226,1.33,1.63,3.721,0.78
50.5707079,-2.4558127,7.297,3.336,142.134,2023-10-11,10:02:57.000,3,20,0.238,1.33,1.63,3.190,0.72
50.5707031,-2.4558083,7.278,3.152,144.452,2023-10-11,10:02:57.200,3,20,0.240,1.33,1.63,3.663,0.72
50.5706983,-2.4558048,7.278,3.044,148.760,2023-10-11,10:02:57.400,3,19,0.225,1.33,1.63,3.470,0.74
50.5706938,-2.4558022,7.294,2.877,152.388,2023-10-11,10:02:57.600,3,19,0.219,1.33,1.64,3.895,0.74
50.5706884,-2.4558001,7.319,3.090,159.996,2023-10-11,10:02:57.800,3,21,0.215,1.33,1.64,3.361,0.74
50.5706833,-2.4557980,7.340,2.981,161.680,2023-10-11,10:02:58.000,3,21,0.239,1.33,1.64,3.625,0.77
50.5706783,-2.4557949,7.331,3.114,159.435,2023-10-11,10:02:58.200,3,21,0.260,1.33,1.64,3.693,0.77
50.5706736,-2.4557915,7.315,2.992,157.081,2023-10-11,10:02:58.400,3,21,0.256,1.33,1.64,4.730,0.72
50.5706690,-2.4557874,7.298,2.985,153.795,2023-10-11,10:02:58.600,3,21,0.266,1.34,1.64,5.343,0.71
50.5706654,-2.4557826,7.220,2.716,147.478,2023-10-11,10:02:58.800,3,21,0.251,1.34,1.64,5.369,0.71
50.5706617,-2.4557772,7.144,2.675,140.789,2023-10-11,10:02:59.000,3,21,0.250,1.34,1.64,4.684,0.71
