lat,lon,ele,sog,cog,date,time,fix,sat,ehve,ehpe,evpe,ece,hdop
50.5711832,-2.4565090,4.062,2.811,31.887,2023-10-07,09:32:54.000,3,9,0.365,1.1,1.2,4.343,1.20
50.5711976,-2.4565085,4.619,2.952,357.929,2023-10-07,09:32:55.200,3,9,0.473,1.1,1.2,9.887,1.20
50.5713143,-2.4570691,3.060,3.121,67.583,2023-10-07,09:49:46.200,3,21,0.061,0.2,0.3,1.381,0.57
50.5713436,-2.4569685,2.041,3.268,41.719,2023-10-07,09:52:00.600,3,23,0.077,0.2,0.3,1.917,0.56
50.5713501,-2.4569525,2.046,2.955,55.403,2023-10-07,09:52:01.200,3,23,0.063,0.2,0.3,1.667,0.56
50.5713521,-2.4569439,2.054,3.288,64.186,2023-10-07,09:52:01.400,3,23,0.091,0.2,0.3,2.463,0.56
50.5713558,-2.4569227,1.968,3.403,69.444,2023-10-07,09:52:02.000,3,21,0.099,0.2,0.3,2.485,0.60
50.5713566,-2.4569045,1.988,2.601,83.732,2023-10-07,09:52:02.600,3,23,0.091,0.2,0.3,3.027,0.56
50.5716588,-2.4571075,1.623,2.621,315.831,2023-10-07,09:54:37.400,3,23,0.050,0.2,0.3,1.048,0.56
50.5716622,-2.4571126,1.628,2.614,316.598,2023-10-07,09:54:37.600,3,23,0.045,0.2,0.3,0.921,0.56
50.5716659,-2.4571178,1.637,2.749,318.106,2023-10-07,09:54:37.800,3,23,0.045,0.2,0.3,0.875,0.56
50.5716698,-2.4571228,1.642,2.786,320.266,2023-10-07,09:54:38.000,3,23,0.046,0.2,0.3,0.855,0.56
50.5716739,-2.4571278,1.645,2.864,321.265,2023-10-07,09:54:38.200,3,23,0.047,0.2,0.3,0.833,0.56
50.5716779,-2.4571326,1.682,2.811,323.135,2023-10-07,09:54:38.400,3,23,0.047,0.2,0.3,0.852,0.56
50.5716823,-2.4571374,1.690,2.933,324.503,2023-10-07,09:54:38.600,3,23,0.049,0.2,0.3,0.872,0.56
50.5716868,-2.4571419,1.674,2.991,326.790,2023-10-07,09:54:38.800,3,23,0.048,0.2,0.3,0.824,0.56
50.5716911,-2.4571464,1.681,2.870,326.348,2023-10-07,09:54:39.000,3,23,0.051,0.2,0.3,0.907,0.56
50.5716956,-2.4571510,1.680,2.980,326.729,2023-10-07,09:54:39.200,3,23,0.053,0.2,0.3,0.942,0.56
50.5717003,-2.4571556,1.706,3.010,327.370,2023-10-07,09:54:39.400,3,23,0.054,0.2,0.3,0.964,0.56
50.5717046,-2.4571602,1.645,2.948,325.875,2023-10-07,09:54:39.600,3,23,0.052,0.2,0.3,0.932,0.58
50.5717091,-2.4571653,1.686,2.999,324.203,2023-10-07,09:54:39.800,3,23,0.049,0.2,0.3,0.863,0.56
50.5717135,-2.4571704,1.720,3.042,323.801,2023-10-07,09:54:40.000,3,23,0.046,0.2,0.3,0.815,0.56
50.5717181,-2.4571754,1.701,3.106,324.976,2023-10-07,09:54:40.200,3,23,0.048,0.2,0.3,0.792,0.56
50.5717228,-2.4571803,1.653,3.137,325.661,2023-10-07,09:54:40.400,3,23,0.047,0.2,0.3,0.799,0.56
50.5717270,-2.4571857,1.563,3.047,320.808,2023-10-07,09:54:40.600,3,23,0.054,0.2,0.3,1.077,0.56
50.5717318,-2.4571901,1.639,3.040,329.370,2023-10-07,09:54:40.800,3,23,0.054,0.2,0.3,1.018,0.56
50.5717362,-2.4571952,1.627,3.047,323.959,2023-10-07,09:54:41.000,3,23,0.046,0.2,0.3,0.842,0.56
50.5717406,-2.4572004,1.654,2.992,322.749,2023-10-07,09:54:41.200,3,23,0.042,0.2,0.3,0.788,0.56
50.5717446,-2.4572051,1.652,2.811,323.036,2023-10-07,09:54:41.400,3,23,0.044,0.2,0.3,0.838,0.56
50.5718238,-2.4573256,1.632,2.691,329.135,2023-10-07,09:54:48.200,3,23,0.048,0.2,0.3,1.372,0.56
50.5718284,-2.4573290,1.612,2.841,333.906,2023-10-07,09:54:48.400,3,23,0.045,0.2,0.3,0.944,0.56
50.5718327,-2.4573325,1.608,2.663,333.097,2023-10-07,09:54:48.600,3,23,0.045,0.2,0.3,1.137,0.56
50.5718370,-2.4573365,1.600,2.761,329.825,2023-10-07,09:54:48.800,3,23,0.046,0.2,0.3,1.223,0.56
50.5718414,-2.4573400,1.647,2.754,332.680,2023-10-07,09:54:49.000,3,23,0.045,0.2,0.3,1.160,0.56
50.5718455,-2.4573436,1.686,2.621,331.840,2023-10-07,09:54:49.200,3,23,0.056,0.2,0.3,1.126,0.56
50.5718794,-2.4573809,1.563,2.693,324.691,2023-10-07,09:54:51.200,3,23,0.050,0.2,0.3,1.156,0.56
50.5718838,-2.4573849,1.534,2.883,328.598,2023-10-07,09:54:51.400,3,23,0.055,0.2,0.3,1.321,0.56
50.5718884,-2.4573883,1.505,2.852,333.218,2023-10-07,09:54:51.600,3,23,0.049,0.2,0.3,1.225,0.56
50.5718930,-2.4573917,1.515,2.794,334.934,2023-10-07,09:54:51.800,3,23,0.049,0.2,0.3,1.194,0.56
50.5718974,-2.4573952,1.515,2.796,333.822,2023-10-07,09:54:52.000,3,23,0.051,0.2,0.3,1.289,0.56
50.5719022,-2.4573986,1.553,2.888,336.066,2023-10-07,09:54:52.200,3,23,0.047,0.2,0.3,1.126,0.56
50.5719069,-2.4574017,1.571,2.847,336.940,2023-10-07,09:54:52.400,3,23,0.047,0.2,0.3,1.029,0.56
50.5719113,-2.4574044,1.530,2.656,337.181,2023-10-07,09:54:52.600,3,23,0.048,0.2,0.3,1.154,0.56
50.5719662,-2.4574351,1.585,2.817,339.907,2023-10-07,09:54:55.200,3,23,0.049,0.3,0.4,0.875,0.56
50.5719709,-2.4574381,1.623,2.774,337.891,2023-10-07,09:54:55.400,3,23,0.049,0.3,0.4,1.009,0.56
50.5719756,-2.4574413,1.589,2.893,336.412,2023-10-07,09:54:55.600,3,23,0.049,0.3,0.4,0.960,0.56
50.5719808,-2.4574446,1.600,3.060,337.255,2023-10-07,09:54:55.800,3,23,0.046,0.3,0.4,0.914,0.56
50.5719862,-2.4574483,1.573,3.258,336.330,2023-10-07,09:54:56.000,3,23,0.045,0.3,0.4,0.860,0.56
