lat,lon,ele,sog,cog,date,time,fix,sat,ehve,ehpe,evpe,ece,hdop
50.5712679,-2.4561356,10.905,2.971,120.208,2023-10-10,08:46:48.200,3,21,0.053,0.30,0.42,1.221,0.57
50.5733872,-2.4558226,401.230,91.193,194.727,2023-10-10,09:09:28.200,3,4,687.217,5824.24,6088.33,1.056,99.99
50.5727858,-2.4559205,340.957,105.288,194.629,2023-10-10,09:09:28.400,3,4,435.114,3621.42,3812.79,0.987,99.99
50.5737317,-2.4555196,463.904,50.088,194.629,2023-10-10,09:09:28.600,3,4,999.000,3336.10,3495.14,180.000,99.99
50.5736068,-2.4555653,446.742,126.293,193.157,2023-10-10,09:09:28.800,3,4,750.635,2703.32,2829.63,7.489,99.99
50.5751933,-2.4548659,629.163,3.180,193.157,2023-10-10,09:09:29.000,3,5,96.797,934.84,979.19,12.087,22.19
50.5747783,-2.4549524,568.329,4.961,193.157,2023-10-10,09:09:29.200,3,5,79.968,669.73,701.31,15.366,22.18
50.5783596,-2.4535005,929.800,50.903,19.589,2023-10-10,09:12:30.200,3,4,118.644,1082.78,1127.02,10.291,24.96
50.5749018,-2.4554157,506.691,3.111,19.589,2023-10-10,09:12:31.400,3,4,15.366,246.83,262.27,13.865,24.87
50.5749476,-2.4553775,511.969,3.251,19.589,2023-10-10,09:12:31.600,3,4,13.680,228.52,242.60,14.726,24.85
50.5751662,-2.4552988,537.360,7.561,359.041,2023-10-10,09:12:32.200,3,4,12.476,195.08,206.44,18.464,24.81
50.5752257,-2.4552873,544.018,7.304,351.470,2023-10-10,09:12:32.400,3,4,12.586,187.59,198.28,25.474,24.79
50.5753051,-2.4552664,553.200,8.912,353.302,2023-10-10,09:12:32.600,3,4,12.273,181.88,192.03,19.726,24.78
50.5753638,-2.4552344,559.457,9.012,356.653,2023-10-10,09:12:32.800,3,4,12.223,176.93,186.62,17.281,24.76
50.5753976,-2.4552073,562.876,7.548,357.391,2023-10-10,09:12:33.000,3,4,11.737,172.42,181.79,20.026,24.75
50.5754551,-2.4551816,569.055,8.319,358.367,2023-10-10,09:12:33.200,3,4,11.654,168.72,177.83,17.614,24.73
50.5755128,-2.4551644,575.386,8.878,355.355,2023-10-10,09:12:33.400,3,4,11.201,165.32,174.20,18.128,24.72
50.5755690,-2.4551491,581.655,9.467,354.467,2023-10-10,09:12:33.600,3,4,11.007,162.22,170.90,17.479,24.70
50.5756176,-2.4551418,586.472,10.312,353.636,2023-10-10,09:12:33.800,3,4,10.821,159.37,167.87,16.566,24.69
50.5756654,-2.4551167,591.946,10.111,354.686,2023-10-10,09:12:34.000,3,4,10.728,156.96,165.31,16.223,24.67
50.5757049,-2.4550863,596.403,9.306,356.150,2023-10-10,09:12:34.200,3,4,10.643,154.69,162.85,16.939,24.66
50.5757443,-2.4550617,600.871,8.979,357.620,2023-10-10,09:12:34.400,3,4,10.581,152.66,160.70,16.651,24.64
50.5757783,-2.4550393,604.742,8.467,358.513,2023-10-10,09:12:34.600,3,4,10.368,150.73,158.65,17.320,24.63
50.5758218,-2.4550087,609.607,8.518,0.625,2023-10-10,09:12:34.800,3,4,10.305,148.95,156.82,16.042,24.61
50.5758493,-2.4549872,612.617,8.011,0.785,2023-10-10,09:12:35.000,3,4,10.077,147.08,154.88,16.924,24.60
50.5758775,-2.4549601,615.656,7.639,2.343,2023-10-10,09:12:35.200,3,4,9.968,145.36,153.14,16.987,24.59
