lat,lon,ele,sog,cog,date,time,fix,sat,ehve,ehpe,evpe,ece,hdop
50.5713129,-2.4573881,5.065,2.609,321.601,2023-10-13,07:50:32.800,3,23,0.049,0.30,0.37,1.018,0.56
50.5713165,-2.4573939,5.123,2.931,314.563,2023-10-13,07:50:33.000,3,23,0.046,0.30,0.37,0.967,0.56
50.5713273,-2.4574136,4.880,2.588,310.427,2023-10-13,07:50:33.800,3,23,0.046,0.29,0.37,1.086,0.56
50.5713360,-2.4574300,4.760,2.717,313.212,2023-10-13,07:50:34.400,3,23,0.044,0.29,0.37,0.999,0.56
50.5713415,-2.4574414,4.632,2.820,310.815,2023-10-13,07:50:34.800,3,22,0.043,0.29,0.36,0.887,0.59
50.5713475,-2.4574521,4.627,2.636,313.153,2023-10-13,07:50:35.200,3,22,0.041,0.29,0.36,0.869,0.59
50.5713884,-2.4575161,4.326,2.855,318.309,2023-10-13,07:50:38.000,3,23,0.041,0.27,0.35,0.966,0.56
50.5713927,-2.4575208,4.358,2.956,323.153,2023-10-13,07:50:38.200,3,23,0.041,0.27,0.35,0.909,0.56
50.5714061,-2.4575468,3.932,2.608,305.593,2023-10-13,07:50:39.200,3,23,0.041,0.27,0.35,1.125,0.56
50.5714090,-2.4575527,3.869,2.701,305.488,2023-10-13,07:50:39.400,3,23,0.041,0.27,0.35,1.085,0.56
50.5714124,-2.4575589,3.809,2.916,308.519,2023-10-13,07:50:39.600,3,23,0.041,0.26,0.35,0.982,0.56
50.5714161,-2.4575652,3.801,3.063,309.968,2023-10-13,07:50:39.800,3,23,0.041,0.26,0.35,0.940,0.56
50.5714199,-2.4575719,3.786,3.203,309.423,2023-10-13,07:50:40.000,3,23,0.041,0.26,0.35,0.897,0.56
50.5714242,-2.4575787,3.854,3.424,311.455,2023-10-13,07:50:40.200,3,23,0.041,0.26,0.35,0.857,0.56
50.5714289,-2.4575851,3.773,3.456,318.288,2023-10-13,07:50:40.400,3,23,0.043,0.26,0.35,0.746,0.56
50.5714332,-2.4575922,3.676,3.485,313.877,2023-10-13,07:50:40.600,3,23,0.043,0.26,0.35,0.778,0.56
50.5714384,-2.4575992,3.797,3.815,315.321,2023-10-13,07:50:40.800,3,23,0.047,0.26,0.35,0.828,0.56
50.5714436,-2.4576058,3.776,3.719,319.866,2023-10-13,07:50:41.000,3,23,0.045,0.26,0.35,0.759,0.56
50.5714481,-2.4576137,3.677,3.773,312.284,2023-10-13,07:50:41.200,3,22,0.044,0.26,0.34,0.766,0.57
50.5714544,-2.4576206,3.685,4.255,323.410,2023-10-13,07:50:41.400,3,23,0.042,0.26,0.34,0.585,0.56
50.5714599,-2.4576285,3.631,4.131,316.412,2023-10-13,07:50:41.600,3,23,0.041,0.26,0.34,0.640,0.56
50.5714652,-2.4576365,3.541,4.049,315.498,2023-10-13,07:50:41.800,3,23,0.041,0.25,0.34,0.625,0.56
50.5714709,-2.4576445,3.625,4.283,316.453,2023-10-13,07:50:42.000,3,22,0.041,0.25,0.34,0.610,0.59
50.5714775,-2.4576519,3.642,4.509,323.000,2023-10-13,07:50:42.200,3,23,0.040,0.25,0.34,0.597,0.56
50.5714838,-2.4576590,3.586,4.266,323.490,2023-10-13,07:50:42.400,3,23,0.041,0.25,0.34,0.610,0.56
50.5714902,-2.4576664,3.653,4.433,322.677,2023-10-13,07:50:42.600,3,23,0.042,0.25,0.34,0.614,0.56
50.5714970,-2.4576744,3.687,4.757,322.573,2023-10-13,07:50:42.800,3,23,0.042,0.25,0.34,0.473,0.56
50.5715039,-2.4576827,3.660,4.781,321.903,2023-10-13,07:50:43.000,3,23,0.040,0.25,0.34,0.471,0.56
50.5715107,-2.4576914,3.649,4.891,320.598,2023-10-13,07:50:43.200,3,23,0.041,0.25,0.34,0.504,0.59
50.5715165,-2.4577012,3.702,4.743,312.581,2023-10-13,07:50:43.400,3,23,0.040,0.25,0.34,0.511,0.56
50.5715229,-2.4577115,3.776,5.094,313.416,2023-10-13,07:50:43.600,3,22,0.042,0.25,0.34,0.522,0.57
50.5715299,-2.4577213,3.737,5.205,317.977,2023-10-13,07:50:43.800,3,23,0.038,0.24,0.34,0.478,0.56
50.5715377,-2.4577312,3.764,5.573,320.315,2023-10-13,07:50:44.000,3,22,0.038,0.24,0.34,0.423,0.59
50.5715455,-2.4577413,3.832,5.620,319.298,2023-10-13,07:50:44.200,3,23,0.041,0.24,0.34,0.454,0.59
50.5715536,-2.4577518,3.900,5.811,319.762,2023-10-13,07:50:44.400,3,22,0.040,0.24,0.33,0.420,0.59
50.5715621,-2.4577623,3.901,6.011,321.353,2023-10-13,07:50:44.600,3,23,0.040,0.24,0.33,0.423,0.59
50.5715704,-2.4577735,3.947,6.102,319.058,2023-10-13,07:50:44.800,3,23,0.037,0.24,0.33,0.427,0.59
50.5715792,-2.4577846,3.936,6.294,320.819,2023-10-13,07:50:45.000,3,23,0.037,0.24,0.33,0.421,0.56
50.5715869,-2.4577958,3.861,5.938,317.805,2023-10-13,07:50:45.200,3,23,0.035,0.24,0.33,0.450,0.56
50.5715927,-2.4578066,3.757,5.084,310.668,2023-10-13,07:50:45.400,3,22,0.037,0.24,0.33,0.505,0.59
50.5715982,-2.4578189,3.636,5.402,305.635,2023-10-13,07:50:45.600,3,22,0.039,0.24,0.33,0.473,0.59
50.5716036,-2.4578313,3.329,5.370,304.800,2023-10-13,07:50:45.800,3,23,0.049,0.23,0.33,0.563,0.59
