lat,lon,ele,sog,cog,date,time,fix,sat,ehve,ehpe,evpe,ece,hdop
50.5715397,-2.4619485,-4.410,14.470,310.422,2022-10-21,09:04:10.200,3,7,0.530,15.30,15.53,1.486,1.88
50.5715577,-2.4619804,-4.552,14.529,310.764,2022-10-21,09:04:10.400,3,7,0.545,14.66,15.02,1.556,1.88
50.5715759,-2.4620127,-4.718,14.578,310.955,2022-10-21,09:04:10.600,3,7,0.563,14.10,14.56,1.596,1.88
50.5715939,-2.4620445,-4.840,14.581,311.026,2022-10-21,09:04:10.800,3,7,0.478,13.58,14.06,1.334,1.88
50.5716123,-2.4620765,-4.856,14.614,311.650,2022-10-21,09:04:11.000,3,7,0.449,13.10,13.57,1.280,1.88
50.5716306,-2.4621088,-4.898,14.669,311.902,2022-10-21,09:04:11.200,3,7,0.439,12.72,13.20,1.265,1.88
50.5716490,-2.4621406,-4.853,14.698,312.180,2022-10-21,09:04:11.400,3,7,0.431,12.37,12.84,1.250,1.88
50.5716679,-2.4621733,-4.850,14.762,312.444,2022-10-21,09:04:11.600,3,7,0.426,12.05,12.52,1.233,1.88
50.5716869,-2.4622055,-4.785,14.789,312.796,2022-10-21,09:04:11.800,3,7,0.422,11.75,12.21,1.222,1.88
50.5717064,-2.4622383,-4.747,14.940,313.097,2022-10-21,09:04:12.000,3,7,0.426,11.50,11.96,1.205,1.88
50.5717256,-2.4622705,-4.681,14.898,313.155,2022-10-21,09:04:12.200,3,7,0.437,11.27,11.73,1.358,1.88
50.5717449,-2.4623029,-4.604,14.909,313.482,2022-10-21,09:04:12.400,3,7,0.455,11.08,11.52,1.410,1.88
50.5717645,-2.4623358,-4.569,14.959,313.487,2022-10-21,09:04:12.600,3,7,0.454,10.89,11.35,1.260,1.88
50.5717843,-2.4623686,-4.527,15.037,313.768,2022-10-21,09:04:12.800,3,7,0.453,10.73,11.19,1.230,1.88
50.5718042,-2.4624015,-4.485,15.158,314.160,2022-10-21,09:04:13.000,3,7,0.463,10.58,11.05,1.357,1.89
50.5718240,-2.4624338,-4.426,15.159,314.133,2022-10-21,09:04:13.200,3,7,0.437,10.45,10.91,1.258,1.89
50.5718430,-2.4624654,-4.341,15.136,313.966,2022-10-21,09:04:13.400,3,7,0.434,10.31,10.77,1.275,1.89
50.5718628,-2.4624976,-4.279,15.280,314.064,2022-10-21,09:04:13.600,3,7,0.473,10.19,10.65,1.530,1.89
50.5718833,-2.4625313,-4.126,15.327,314.432,2022-10-21,09:04:13.800,3,7,0.491,10.06,10.51,1.565,1.89
50.5719041,-2.4625651,-4.033,15.424,314.459,2022-10-21,09:04:14.000,3,7,0.502,9.94,10.38,1.449,1.89
50.5719242,-2.4625976,-3.976,15.368,314.857,2022-10-21,09:04:14.200,3,7,0.514,9.83,10.27,1.461,1.89
50.5719445,-2.4626303,-3.942,15.406,315.003,2022-10-21,09:04:14.400,3,7,0.521,9.72,10.16,1.470,1.89
50.5719649,-2.4626624,-3.873,15.364,315.175,2022-10-21,09:04:14.600,3,7,0.478,9.61,10.06,1.364,1.89
50.5719853,-2.4626941,-3.833,15.322,315.554,2022-10-21,09:04:14.800,3,7,0.467,9.52,9.97,1.351,1.89
50.5720051,-2.4627258,-3.831,15.358,315.589,2022-10-21,09:04:15.000,3,7,0.461,9.42,9.87,1.344,1.89
50.5720262,-2.4627573,-3.789,15.491,316.042,2022-10-21,09:04:15.200,3,7,0.460,9.33,9.78,1.333,1.89
50.5720472,-2.4627883,-3.752,15.522,316.381,2022-10-21,09:04:15.400,3,7,0.459,9.25,9.70,1.327,1.89
50.5720684,-2.4628193,-3.683,15.624,316.664,2022-10-21,09:04:15.600,3,7,0.458,9.16,9.61,1.309,1.89
50.5720893,-2.4628506,-3.628,15.704,316.468,2022-10-21,09:04:15.800,3,7,0.504,9.09,9.54,1.527,1.89
50.5721109,-2.4628809,-3.559,15.824,317.321,2022-10-21,09:04:16.000,3,7,0.524,9.02,9.48,1.593,1.89
50.5721326,-2.4629116,-3.506,16.009,317.528,2022-10-21,09:04:16.200,3,7,0.536,8.95,9.41,1.585,1.89
50.5721548,-2.4629414,-3.455,16.067,318.592,2022-10-21,09:04:16.400,3,7,0.546,8.89,9.35,1.571,1.89
50.5721768,-2.4629715,-3.360,16.088,318.421,2022-10-21,09:04:16.600,3,7,0.553,8.83,9.30,1.598,1.89
50.5721984,-2.4630008,-3.219,16.000,318.544,2022-10-21,09:04:16.800,3,7,0.552,8.77,9.23,1.594,1.89
