lat,lon,ele,sog,cog,date,time,fix,sat,ehve,ehpe,evpe,ece,hdop
50.5706313,-2.4557248,11.620,2.596,205.983,2023-10-12,09:52:55.800,3,15,0.229,0.70,0.78,4.895,0.89
50.5709594,-2.4511784,-227.938,30.504,264.288,2023-10-12,09:56:22.600,3,4,72.428,779.59,583.45,4.043,24.45
50.5709389,-2.4513997,-216.356,25.889,265.275,2023-10-12,09:56:22.800,3,4,45.209,498.38,370.76,6.104,24.45
50.5708911,-2.4518252,-194.110,25.023,264.394,2023-10-12,09:56:23.000,3,4,34.888,476.02,355.89,3.655,24.45
50.5708501,-2.4522426,-171.927,21.946,264.551,2023-10-12,09:56:23.200,3,4,29.863,408.65,305.85,3.616,24.45
50.5708250,-2.4525553,-155.061,23.816,264.141,2023-10-12,09:56:23.400,3,4,26.789,363.41,272.38,2.681,24.45
50.5705340,-2.4561340,32.176,12.645,265.470,2023-10-12,09:56:23.600,3,5,14.701,218.27,167.54,4.224,7.78
50.5704487,-2.4571803,86.619,17.270,262.691,2023-10-12,09:56:23.800,3,5,12.266,178.03,138.35,3.014,7.78
50.5704141,-2.4576218,110.864,9.583,265.686,2023-10-12,09:56:24.000,3,5,9.171,154.17,121.08,4.758,7.78
50.5703917,-2.4578973,125.890,5.919,267.171,2023-10-12,09:56:24.200,3,5,7.332,138.19,109.20,7.226,7.78
50.5703714,-2.4581049,136.463,6.678,265.213,2023-10-12,09:56:24.400,3,5,6.932,126.17,100.19,6.466,7.78
50.5703640,-2.4582286,139.600,6.338,260.425,2023-10-12,09:56:24.600,3,6,6.452,117.35,93.36,8.133,7.74
50.5703579,-2.4583053,141.660,5.114,259.211,2023-10-12,09:56:24.800,3,6,6.130,110.06,87.68,12.470,7.74
50.5703506,-2.4583823,144.373,5.685,256.623,2023-10-12,09:56:25.000,3,6,5.609,103.64,82.75,12.012,7.74
50.5703460,-2.4584314,145.964,5.719,256.838,2023-10-12,09:56:25.200,3,6,5.358,98.30,78.62,9.972,7.74
50.5703393,-2.4584680,148.306,5.693,257.812,2023-10-12,09:56:25.400,3,5,5.242,94.14,75.39,9.282,7.78
50.5703354,-2.4584982,150.376,5.436,258.736,2023-10-12,09:56:25.600,3,5,5.210,90.77,72.77,10.049,7.78
50.5703342,-2.4585109,150.364,4.850,258.768,2023-10-12,09:56:25.800,3,6,5.143,87.72,70.39,11.423,7.74
50.5703319,-2.4585260,151.396,5.064,260.300,2023-10-12,09:56:26.000,3,5,5.125,85.11,68.37,10.822,7.78
50.5703308,-2.4585350,151.726,5.244,261.741,2023-10-12,09:56:26.200,3,5,5.051,82.74,66.50,9.344,7.78
50.5703316,-2.4585413,152.348,4.972,262.234,2023-10-12,09:56:26.400,3,5,4.995,80.51,64.69,9.364,7.78
50.5703333,-2.4585384,152.444,4.641,262.466,2023-10-12,09:56:26.600,3,5,4.953,78.31,62.81,10.844,7.78
50.5703333,-2.4585187,151.923,3.884,260.579,2023-10-12,09:56:26.800,3,5,4.886,76.27,61.05,13.219,7.78
50.5703376,-2.4584649,148.808,2.760,259.791,2023-10-12,09:56:27.200,3,5,4.755,72.79,58.01,19.828,7.78
50.5703335,-2.4584645,148.620,3.067,255.729,2023-10-12,09:56:27.400,3,5,4.641,71.45,56.86,24.040,7.78
50.5703330,-2.4584480,147.627,3.070,253.215,2023-10-12,09:56:27.600,3,4,4.646,71.01,56.35,24.137,24.43
50.5703338,-2.4584173,146.030,2.597,251.479,2023-10-12,09:56:27.800,3,4,4.582,70.60,55.88,31.385,24.43
50.5703198,-2.4583529,141.799,3.727,248.047,2023-10-12,09:56:28.200,3,4,2.843,69.86,54.92,38.373,24.43
50.5703180,-2.4583202,139.869,3.690,248.047,2023-10-12,09:56:28.400,3,4,2.608,69.56,54.50,38.460,24.43
50.5703127,-2.4582883,137.892,3.761,248.047,2023-10-12,09:56:28.600,3,4,2.205,69.30,54.14,38.549,24.43
50.5703099,-2.4582218,134.587,3.466,248.047,2023-10-12,09:56:28.800,3,4,0.926,69.06,53.82,38.630,24.43
50.5703048,-2.4581846,132.315,3.613,248.047,2023-10-12,09:56:29.000,3,4,0.869,68.84,53.54,38.714,24.43
50.5703092,-2.4580943,126.577,3.023,248.047,2023-10-12,09:56:29.200,3,4,1.991,68.61,53.25,38.792,24.42
50.5703109,-2.4580221,121.927,2.949,248.047,2023-10-12,09:56:29.400,3,4,2.675,68.38,52.93,38.875,24.42
50.5703106,-2.4579573,118.101,3.488,248.047,2023-10-12,09:56:29.600,3,5,3.117,67.36,52.03,38.973,7.78
50.5703165,-2.4578129,111.394,4.150,180.117,2023-10-12,09:56:29.800,3,5,3.536,65.67,50.87,33.673,7.78
50.5703195,-2.4577177,107.081,3.600,163.968,2023-10-12,09:56:30.000,3,5,3.130,63.85,49.79,41.357,7.78
50.5703267,-2.4575923,101.874,4.176,135.551,2023-10-12,09:56:30.200,3,6,3.522,62.28,48.82,26.420,7.62
50.5703307,-2.4575217,98.810,4.334,124.879,2023-10-12,09:56:30.400,3,6,3.610,61.08,48.04,21.772,7.62
50.5703303,-2.4574813,96.982,4.313,120.615,2023-10-12,09:56:30.600,3,5,3.597,60.03,47.35,21.353,12.41
50.5703283,-2.4574542,95.614,4.276,118.376,2023-10-12,09:56:30.800,3,6,3.520,59.17,46.76,21.367,7.62
50.5703276,-2.4574279,94.507,4.292,115.370,2023-10-12,09:56:31.000,3,6,3.501,58.38,46.20,19.621,7.62
50.5703271,-2.4574122,94.021,4.339,111.160,2023-10-12,09:56:31.200,3,6,3.505,57.72,45.72,17.245,7.62
50.5703282,-2.4573663,91.708,4.275,108.033,2023-10-12,09:56:31.400,3,5,3.538,57.59,45.61,16.674,21.34
50.5703272,-2.4573275,89.741,4.329,108.217,2023-10-12,09:56:31.600,3,4,3.502,57.57,45.59,18.315,99.99
50.5703266,-2.4572931,87.841,4.512,109.260,2023-10-12,09:56:31.800,3,5,3.473,57.57,45.59,18.760,22.99
50.5703296,-2.4572733,86.540,4.322,108.151,2023-10-12,09:56:32.000,3,5,3.538,57.63,45.62,18.730,22.99
50.5703315,-2.4572574,85.449,4.403,107.262,2023-10-12,09:56:32.200,3,5,3.545,57.70,45.66,18.403,22.99
50.5703328,-2.4572454,84.643,4.502,106.809,2023-10-12,09:56:32.400,3,5,3.546,57.79,45.72,18.382,22.99
50.5703396,-2.4572504,84.556,4.119,102.907,2023-10-12,09:56:32.600,3,5,3.630,57.89,45.78,17.349,22.99
50.5703364,-2.4575006,97.599,3.035,101.502,2023-10-12,09:56:32.800,3,6,3.402,55.09,43.80,24.048,4.61
50.5695785,-2.4688055,839.682,80.404,263.175,2023-10-12,09:57:06.000,3,4,249.947,3788.86,3285.04,3.355,99.99
50.5696191,-2.4684116,812.006,47.085,264.133,2023-10-12,09:57:06.200,3,4,169.457,2384.97,2060.74,8.515,99.99
50.5695885,-2.4688708,838.754,119.064,267.789,2023-10-12,09:57:06.400,3,4,176.385,2293.15,1982.03,5.752,99.99
50.5708079,-2.4535218,-116.113,76.822,268.518,2023-10-12,09:57:06.600,3,4,66.011,648.70,510.09,3.313,23.96
50.5708481,-2.4530863,-142.508,65.984,268.216,2023-10-12,09:57:06.800,3,4,50.567,504.71,386.97,2.685,23.96
