date,time,hdop,sat,svids,lat,lon,ele,sog,cog,roc,ehpe,evpe,sogu,cogu,ehve,evve
2012-10-09,09:38:52.000,1.2,7,1901101056,50.5781642,-2.4670267,9.02,2.56,202.03,0.02,0.80,1.31,2.56,202.03,0.30,0.16
2012-10-09,09:40:09.000,1.2,7,1901101056,50.5779020,-2.4664092,2.44,3.13,180.20,0.39,2.15,2.31,3.15,180.20,0.18,0.19
2012-10-09,09:40:10.000,1.2,7,1901101056,50.5778581,-2.4664032,2.60,5.15,160.06,0.33,1.95,2.23,5.16,160.06,0.16,0.17
2012-10-09,09:40:11.000,1.2,7,1901101056,50.5778155,-2.4663711,2.60,4.51,142.68,0.20,1.79,2.15,4.51,142.68,0.16,0.16
2012-10-09,09:40:12.000,1.2,7,1901101056,50.5777805,-2.4663291,2.61,4.83,136.42,0.13,1.67,2.09,4.83,136.42,0.17,0.16
2012-10-09,09:40:13.000,1.2,7,1901101056,50.5777471,-2.4662769,2.94,5.00,129.04,0.19,1.57,2.02,5.00,129.04,0.15,0.16
2012-10-09,09:40:14.000,1.2,7,1901101056,50.5777172,-2.4662212,3.14,4.88,126.85,0.18,1.49,1.96,4.88,126.85,0.15,0.15
2012-10-09,09:40:15.000,1.2,7,1901101056,50.5776900,-2.4661691,3.24,4.52,127.43,0.18,1.41,1.90,4.52,127.43,0.15,0.15
2012-10-09,09:40:16.000,1.2,7,1901101056,50.5776681,-2.4661260,3.26,3.37,125.48,0.14,1.35,1.84,3.37,125.48,0.15,0.15
2012-10-09,09:40:17.000,1.2,7,1901101056,50.5776488,-2.4660926,3.10,3.07,134.52,0.03,1.30,1.80,3.07,134.52,0.15,0.15
2012-10-09,09:40:18.000,1.2,7,1901101056,50.5776295,-2.4660644,3.35,2.79,133.16,0.15,1.26,1.77,2.80,133.16,0.16,0.15
2012-10-09,09:40:19.000,1.2,7,1901101056,50.5776121,-2.4660403,3.27,2.39,139.13,0.06,1.22,1.74,2.39,139.13,0.15,0.15
2012-10-09,09:40:20.000,1.2,7,1901101056,50.5775871,-2.4660152,3.65,4.03,148.00,0.24,1.18,1.71,4.04,148.00,0.16,0.15
2012-10-09,09:40:21.000,1.2,7,1901101056,50.5775580,-2.4659855,3.69,3.62,143.15,0.16,1.15,1.68,3.62,143.15,0.15,0.15
2012-10-09,09:40:22.000,1.2,7,1901101056,50.5775318,-2.4659588,3.68,3.27,147.96,0.11,1.12,1.65,3.28,147.96,0.15,0.15
2012-10-09,09:40:23.000,1.2,7,1901101056,50.5774974,-2.4659376,3.92,4.75,162.51,0.19,1.09,1.63,4.75,162.51,0.15,0.15
2012-10-09,09:40:24.000,1.2,7,1901101056,50.5774566,-2.4659135,3.93,4.82,154.63,0.13,1.07,1.60,4.83,154.63,0.15,0.15
2012-10-09,09:40:25.000,1.2,7,1901101056,50.5774128,-2.4658805,4.01,5.76,152.66,0.13,1.05,1.59,5.76,152.66,0.15,0.15
2012-10-09,09:40:26.000,1.2,7,1901101056,50.5773688,-2.4658351,4.21,5.85,139.98,0.19,1.03,1.57,5.85,139.98,0.15,0.15
2012-10-09,09:40:27.000,1.2,7,1901101056,50.5773309,-2.4657812,4.18,5.44,134.97,0.11,1.01,1.55,5.44,134.97,0.15,0.15
2012-10-09,09:40:28.000,1.2,7,1901101056,50.5772961,-2.4657297,4.37,5.10,137.08,0.16,0.99,1.54,5.10,137.08,0.15,0.15
2012-10-09,09:40:29.000,1.2,7,1901101056,50.5772610,-2.4656830,4.53,5.05,140.92,0.19,0.98,1.53,5.05,140.92,0.15,0.15
2012-10-09,09:40:30.000,1.2,7,1901101056,50.5772244,-2.4656392,4.55,5.11,143.39,0.14,0.96,1.51,5.11,143.39,0.15,0.15
2012-10-09,09:40:31.000,1.2,7,1901101056,50.5771826,-2.4655943,4.69,6.03,146.45,0.16,0.95,1.50,6.03,146.45,0.15,0.15
2012-10-09,09:40:32.000,1.2,7,1901101056,50.5771424,-2.4655417,4.71,5.62,133.30,0.13,0.94,1.49,5.62,133.30,0.15,0.15
2012-10-09,09:40:33.000,1.2,7,1901101056,50.5771037,-2.4654860,4.82,5.97,140.20,0.14,0.93,1.49,5.97,140.20,0.15,0.16
2012-10-09,09:40:34.000,1.2,7,1901101056,50.5770637,-2.4654291,4.93,5.95,134.90,0.15,0.92,1.48,5.95,134.90,0.15,0.15
2012-10-09,09:40:35.000,1.2,7,1901101056,50.5770268,-2.4653687,4.99,5.84,132.31,0.14,0.91,1.47,5.84,132.31,0.15,0.15
2012-10-09,09:40:36.000,1.2,7,1901101056,50.5769933,-2.4653069,5.15,5.61,127.99,0.17,0.90,1.46,5.62,127.99,0.15,0.15
2012-10-09,09:40:37.000,1.2,7,1901101056,50.5769639,-2.4652468,5.25,5.08,126.49,0.16,0.89,1.45,5.09,126.49,0.15,0.15
2012-10-09,09:40:38.000,1.2,7,1901101056,50.5769310,-2.4651966,5.39,5.18,143.46,0.18,0.88,1.45,5.18,143.46,0.15,0.15
2012-10-09,09:40:39.000,1.2,7,1901101056,50.5768909,-2.4651544,5.38,5.51,147.85,0.12,0.88,1.44,5.52,147.85,0.15,0.16
2012-10-09,09:40:40.000,1.2,7,1901101056,50.5768468,-2.4651088,5.45,6.15,144.75,0.13,0.87,1.43,6.15,144.75,0.15,0.15
2012-10-09,09:40:41.000,1.2,7,1901101056,50.5768015,-2.4650514,5.49,6.72,137.48,0.12,0.86,1.42,6.72,137.48,0.15,0.15
2012-10-09,09:40:42.000,1.2,7,1901101056,50.5767589,-2.4649865,5.52,6.44,133.91,0.11,0.85,1.41,6.44,133.91,0.15,0.15
2012-10-09,09:40:43.000,1.2,7,1901101056,50.5767161,-2.4649243,5.77,6.44,139.38,0.20,0.84,1.40,6.44,139.38,0.15,0.15
2012-10-09,09:40:44.000,1.2,7,1901101056,50.5766726,-2.4648656,5.82,6.27,138.87,0.15,0.84,1.39,6.28,138.87,0.15,0.15
2012-10-09,09:40:45.000,1.2,7,1901101056,50.5766266,-2.4648073,5.87,6.77,142.45,0.14,0.83,1.38,6.77,142.45,0.15,0.16
2012-10-09,09:40:46.000,1.2,7,1901101056,50.5765780,-2.4647449,5.82,7.13,138.83,0.08,0.83,1.38,7.13,138.83,0.15,0.15
2012-10-09,09:40:47.000,1.4,6,1896906752,50.5765289,-2.4646778,5.95,7.24,138.57,0.13,0.82,1.38,7.24,138.57,0.15,0.16
2012-10-09,09:40:48.000,1.2,7,1901101056,50.5764799,-2.4646094,5.99,7.25,137.73,0.12,0.82,1.38,7.26,137.73,0.15,0.16
2012-10-09,09:40:49.000,1.2,7,1901101056,50.5764321,-2.4645410,6.05,7.07,137.25,0.13,0.82,1.37,7.07,137.25,0.15,0.15
2012-10-09,09:40:50.000,1.2,7,1901101056,50.5763843,-2.4644729,6.11,7.21,137.77,0.12,0.81,1.37,7.21,137.77,0.15,0.16
2012-10-09,09:40:51.000,1.2,7,1901101056,50.5763370,-2.4644020,6.14,7.26,134.68,0.11,0.81,1.37,7.26,134.68,0.15,0.16
2012-10-09,09:40:52.000,1.2,7,1901101056,50.5762932,-2.4643266,6.08,7.15,130.00,0.07,0.81,1.37,7.15,130.00,0.15,0.16
2012-10-09,09:40:53.000,1.2,7,1901101056,50.5762530,-2.4642519,6.26,6.65,129.86,0.15,0.80,1.37,6.66,129.86,0.15,0.16
2012-10-09,09:40:54.000,1.2,7,1901101056,50.5762144,-2.4641823,6.22,6.39,132.40,0.13,0.80,1.37,6.39,132.40,0.15,0.15
2012-10-09,09:40:55.000,1.2,7,1901101056,50.5761763,-2.4641166,6.28,6.17,131.97,0.13,0.80,1.36,6.17,131.97,0.15,0.15
2012-10-09,09:40:56.000,1.2,7,1901101056,50.5761431,-2.4640504,6.59,5.76,123.72,0.24,0.79,1.36,5.76,123.72,0.15,0.15
2012-10-09,09:40:57.000,1.2,7,1901101056,50.5761151,-2.4639861,6.57,5.29,125.10,0.15,0.79,1.36,5.29,125.10,0.15,0.15
2012-10-09,09:40:58.000,1.2,7,1901101056,50.5760910,-2.4639316,6.68,4.15,123.93,0.17,0.79,1.35,4.16,123.93,0.15,0.15
2012-10-09,09:40:59.000,1.2,7,1901101056,50.5760730,-2.4638885,6.65,3.22,122.51,0.12,0.79,1.35,3.22,122.51,0.15,0.15
2012-10-09,09:41:00.000,1.2,7,1901101056,50.5760553,-2.4638601,6.54,2.62,147.02,0.05,0.78,1.35,2.62,147.02,0.15,0.15
2012-10-09,09:41:01.000,1.2,7,1901101056,50.5760349,-2.4638545,6.70,2.36,190.57,0.17,0.78,1.34,2.37,190.57,0.16,0.14
2012-10-09,09:41:02.000,1.2,7,1901101056,50.5760272,-2.4638761,6.52,2.54,281.45,0.06,0.78,1.32,2.54,281.45,0.16,0.13
2012-10-09,09:41:03.000,1.2,7,1901101056,50.5760385,-2.4639067,6.23,2.54,315.49,-0.02,0.78,1.31,2.54,315.49,0.23,0.14
2012-10-09,09:41:06.000,1.2,7,1901101056,50.5760620,-2.4639542,6.18,2.38,284.13,0.26,0.79,1.28,2.39,284.13,0.16,0.13
2012-10-09,09:41:07.000,1.2,7,1901101056,50.5760699,-2.4639940,6.33,3.28,288.83,0.27,0.79,1.27,3.30,288.83,0.13,0.12
