date,time,hdop,sat,svids,lat,lon,ele,sog,cog,roc,ehpe,evpe,sogu,cogu,ehve,evve
2012-10-09,09:00:43.000,1.8,6,1895827458,50.5711413,-2.4571397,8.76,3.26,177.11,0.42,1.49,1.05,3.28,177.11,0.66,0.12
2012-10-09,09:03:29.000,1.0,7,1896876034,50.5709430,-2.4571658,8.50,2.42,230.66,0.07,0.99,0.98,2.42,230.66,0.16,0.13
2012-10-09,09:04:10.000,1.0,7,1896876034,50.5709904,-2.4570837,8.77,2.39,42.56,-0.07,0.98,1.03,2.39,42.56,0.19,0.12
2012-10-09,09:04:11.000,1.0,7,1896876034,50.5710061,-2.4570591,8.79,2.54,45.58,0.00,0.98,1.04,2.54,45.58,0.21,0.13
2012-10-09,09:04:12.000,1.0,7,1896876034,50.5710226,-2.4570321,8.76,2.81,47.16,0.01,0.99,1.04,2.81,47.16,0.21,0.13
2012-10-09,09:04:13.000,1.0,7,1896876034,50.5710389,-2.4570029,8.75,2.70,49.29,0.03,0.99,1.04,2.70,49.29,0.21,0.13
2012-10-09,09:04:14.000,1.0,7,1896876034,50.5710556,-2.4569747,8.81,2.73,43.52,0.07,1.00,1.04,2.73,43.52,0.21,0.13
2012-10-09,09:04:15.000,1.0,7,1896876034,50.5710748,-2.4569577,8.71,2.43,18.23,0.02,1.00,1.04,2.43,18.23,0.19,0.13
2012-10-09,09:06:10.000,1.0,7,1896876034,50.5714088,-2.4574957,9.08,2.43,339.30,0.02,1.06,1.00,2.43,339.30,0.16,0.11
2012-10-09,09:06:11.000,1.0,7,1896876034,50.5714306,-2.4575083,9.06,2.65,340.56,0.08,1.06,1.00,2.65,340.56,0.16,0.11
2012-10-09,09:06:12.000,1.0,7,1896876034,50.5714531,-2.4575208,8.95,2.65,342.09,0.05,1.06,0.99,2.65,342.09,0.16,0.11
2012-10-09,09:06:13.000,1.0,7,1896876034,50.5714762,-2.4575342,8.85,2.79,338.83,0.03,1.06,0.99,2.79,338.83,0.16,0.11
2012-10-09,09:06:14.000,1.0,7,1896876034,50.5714991,-2.4575492,8.78,2.68,336.93,0.06,1.05,0.99,2.68,336.93,0.17,0.11
2012-10-09,09:06:16.000,1.0,7,1896876034,50.5715398,-2.4575795,8.72,2.55,335.85,0.09,1.06,0.99,2.56,335.85,0.16,0.11
2012-10-09,09:06:17.000,1.0,7,1896876034,50.5715611,-2.4575946,8.65,2.64,337.20,0.06,1.06,0.99,2.64,337.20,0.16,0.11
2012-10-09,09:06:18.000,1.0,7,1896876034,50.5715840,-2.4576100,8.57,2.86,337.51,0.06,1.05,0.98,2.86,337.51,0.16,0.11
