date,time,hdop,sat,svids,lat,lon,ele,sog,cog,roc,ehpe,evpe,sogu,cogu,ehve,evve
2014-10-23,09:13:10.000,1.2,8,70680768,50.5716675,-2.4567030,4.45,2.38,325.80,0.11,0.97,0.92,2.38,325.80,0.20,0.11
2014-10-23,09:13:11.000,1.2,8,70680768,50.5716875,-2.4567249,4.42,2.98,325.74,0.05,0.98,0.92,2.98,325.74,0.19,0.12
2014-10-23,09:13:12.000,1.2,8,70680768,50.5717116,-2.4567505,4.48,3.45,327.17,0.10,0.98,0.92,3.45,327.17,0.19,0.12
2014-10-23,09:13:13.000,1.2,8,70680768,50.5717358,-2.4567741,4.61,2.88,330.24,0.18,0.99,0.92,2.89,330.24,0.19,0.12
2014-10-23,09:13:14.000,1.2,8,70680768,50.5717566,-2.4567940,4.59,2.59,327.69,0.11,0.99,0.93,2.59,327.69,0.19,0.12
2014-10-23,09:13:15.000,1.2,8,70680768,50.5717755,-2.4568144,4.63,2.53,326.21,0.10,1.00,0.93,2.53,326.21,0.24,0.13
2014-10-23,09:13:17.000,1.2,8,70680768,50.5718116,-2.4568527,4.37,2.69,319.96,-0.01,1.01,0.93,2.69,319.96,0.20,0.12
2014-10-23,09:13:22.000,1.2,8,70680768,50.5718962,-2.4569435,4.21,3.08,330.81,0.00,1.04,0.94,3.08,330.81,0.19,0.11
2014-10-23,09:13:23.000,1.2,8,70680768,50.5719183,-2.4569634,4.18,2.60,330.16,0.05,1.04,0.94,2.60,330.16,0.17,0.11
2014-10-23,09:13:24.000,1.2,8,70680768,50.5719405,-2.4569825,4.02,3.03,331.59,-0.01,1.04,0.93,3.03,331.59,0.17,0.11
2014-10-23,09:13:25.000,1.2,8,70680768,50.5719678,-2.4570019,4.02,3.58,339.23,0.06,1.04,0.93,3.58,339.23,0.17,0.11
2014-10-23,09:13:26.000,1.2,8,70680768,50.5720037,-2.4570196,4.10,4.69,345.10,0.15,1.04,0.93,4.69,345.10,0.17,0.11
2014-10-23,09:13:27.000,1.2,8,70680768,50.5720447,-2.4570386,4.09,4.77,342.00,0.11,1.05,0.93,4.77,342.00,0.19,0.12
2014-10-23,09:13:28.000,1.2,8,70680768,50.5720890,-2.4570626,4.05,5.72,344.48,0.09,1.04,0.94,5.72,344.48,0.19,0.12
2014-10-23,09:13:29.000,1.2,8,70680768,50.5721386,-2.4570911,3.97,6.03,335.73,0.05,1.04,0.94,6.03,335.73,0.19,0.12
