date,time,hdop,sat,svids,lat,lon,ele,sog,cog,roc,ehpe,evpe,sogu,cogu,ehve,evve
2017-10-15,09:09:13.000,1.0,9,604145345,50.5712418,-2.4571086,-0.13,2.86,27.23,-0.29,0.90,1.16,2.88,27.23,0.31,0.18
2017-10-15,09:26:29.000,0.8,8,201492097,50.5725009,-2.4594480,-2.16,2.84,322.89,0.04,0.88,1.15,2.84,322.89,0.15,0.13
2017-10-15,09:26:30.000,0.8,8,201492097,50.5725191,-2.4594732,-2.06,2.45,315.95,0.05,0.88,1.16,2.45,315.95,0.21,0.14
2017-10-15,09:26:33.000,0.8,8,201492097,50.5725649,-2.4595458,-1.84,2.41,318.02,0.03,0.90,1.17,2.41,318.02,0.21,0.15
2017-10-15,09:26:37.000,0.8,8,201492097,50.5726229,-2.4596442,-1.40,2.52,321.19,0.04,0.84,1.10,2.52,321.19,0.15,0.13
2017-10-15,09:26:38.000,0.8,8,201492097,50.5726419,-2.4596687,-1.63,2.83,319.30,-0.09,0.84,1.10,2.83,319.30,0.13,0.12
2017-10-15,09:26:39.000,0.8,8,201492097,50.5726640,-2.4596967,-1.40,3.45,328.23,0.03,0.82,1.08,3.45,328.23,0.12,0.11
2017-10-15,09:26:40.000,0.8,8,201492097,50.5726937,-2.4597236,-1.37,4.03,332.39,0.06,0.82,1.07,4.03,332.39,0.12,0.11
2017-10-15,09:26:41.000,0.8,8,201492097,50.5727288,-2.4597485,-1.29,4.42,339.50,0.09,0.80,1.06,4.42,339.50,0.12,0.11
2017-10-15,09:26:42.000,0.8,8,201492097,50.5727659,-2.4597723,-1.27,4.35,336.56,0.06,0.80,1.06,4.35,336.56,0.14,0.12
2017-10-15,09:26:43.000,0.8,8,201492097,50.5728034,-2.4597980,-1.28,4.62,336.79,0.03,0.80,1.05,4.62,336.79,0.12,0.11
2017-10-15,09:26:44.000,0.8,8,201492097,50.5728420,-2.4598258,-1.24,4.69,334.90,0.05,0.79,1.05,4.69,334.90,0.12,0.11
2017-10-15,09:26:45.000,0.8,8,201492097,50.5728820,-2.4598549,-1.32,4.97,335.67,-0.03,0.79,1.05,4.97,335.67,0.12,0.11
2017-10-15,09:26:46.000,0.8,8,201492097,50.5729233,-2.4598876,-1.28,5.13,332.08,0.03,0.78,1.04,5.13,332.08,0.12,0.11
2017-10-15,09:26:47.000,0.8,8,201492097,50.5729604,-2.4599232,-1.27,4.43,325.46,0.03,0.78,1.04,4.43,325.46,0.12,0.11
