date,time,hdop,sat,svids,lat,lon,ele,sog,cog,roc,ehpe,evpe,sogu,cogu,ehve,evve
2012-10-10,10:16:14.000,0.8,9,1901101104,50.5715626,-2.4573338,5.39,2.90,346.47,0.23,0.74,1.17,2.91,346.47,0.12,0.14
2012-10-10,10:16:15.000,0.8,9,1901101104,50.5715867,-2.4573390,5.30,2.38,4.63,0.10,0.73,1.17,2.38,4.63,0.14,0.14
2012-10-10,10:16:16.000,0.8,9,1901101104,50.5716105,-2.4573382,5.47,2.69,0.79,0.15,0.72,1.17,2.70,0.79,0.13,0.14
2012-10-10,10:16:17.000,0.8,9,1901101104,50.5716355,-2.4573376,5.31,2.60,3.97,-0.01,0.71,1.16,2.60,3.97,0.12,0.13
2012-10-10,10:16:18.000,0.8,9,1901101104,50.5716614,-2.4573386,5.40,2.89,355.09,0.05,0.71,1.15,2.89,355.09,0.13,0.14
2012-10-10,10:16:19.000,0.8,9,1901101104,50.5716868,-2.4573450,5.43,2.59,347.70,0.06,0.70,1.15,2.59,347.70,0.13,0.14
2012-10-10,10:16:21.000,0.8,9,1901101104,50.5717310,-2.4573648,5.35,2.46,343.66,0.01,0.69,1.13,2.46,343.66,0.12,0.12
2012-10-10,10:16:22.000,0.8,9,1901101104,50.5717532,-2.4573742,5.14,2.45,347.61,-0.08,0.68,1.12,2.45,347.61,0.12,0.12
2012-10-10,10:16:23.000,0.8,9,1901101104,50.5717767,-2.4573811,5.09,2.62,351.55,-0.03,0.67,1.11,2.62,351.55,0.11,0.12
2012-10-10,10:16:24.000,0.8,9,1901101104,50.5718031,-2.4573894,5.13,3.12,346.84,0.05,0.67,1.11,3.12,346.84,0.11,0.12
2012-10-10,10:16:25.000,0.8,9,1901101104,50.5718313,-2.4573978,5.01,3.12,352.71,-0.05,0.66,1.10,3.12,352.71,0.12,0.12
2012-10-10,10:16:26.000,0.8,9,1901101104,50.5718619,-2.4574023,4.92,3.52,356.60,-0.07,0.66,1.10,3.52,356.60,0.13,0.13
2012-10-10,10:16:27.000,0.8,9,1901101104,50.5718967,-2.4574089,4.89,4.05,350.58,-0.01,0.66,1.10,4.05,350.58,0.13,0.14
2012-10-10,10:16:28.000,0.8,9,1901101104,50.5719300,-2.4574161,4.85,3.26,354.92,0.03,0.65,1.09,3.26,354.92,0.13,0.14
2012-10-10,10:16:31.000,0.8,9,1901101104,50.5719940,-2.4574328,4.66,2.40,350.27,-0.04,0.64,1.07,2.40,350.27,0.12,0.12
2012-10-10,10:16:32.000,0.8,9,1901101104,50.5720175,-2.4574430,4.68,2.88,340.10,0.01,0.64,1.07,2.88,340.10,0.11,0.12
2012-10-10,10:16:33.000,0.8,9,1901101104,50.5720428,-2.4574564,4.60,2.91,342.79,-0.03,0.64,1.06,2.91,342.79,0.11,0.11
2012-10-10,10:16:34.000,0.8,9,1901101104,50.5720699,-2.4574686,4.56,3.19,345.27,-0.02,0.63,1.05,3.19,345.27,0.11,0.11
2012-10-10,10:16:35.000,0.8,9,1901101104,50.5720989,-2.4574800,4.52,3.29,346.73,-0.02,0.63,1.05,3.29,346.73,0.11,0.11
2012-10-10,10:16:36.000,0.8,9,1901101104,50.5721280,-2.4574892,4.48,3.19,350.70,-0.02,0.62,1.04,3.19,350.70,0.11,0.11
2012-10-10,10:16:37.000,0.8,9,1901101104,50.5721560,-2.4574954,4.41,2.98,353.70,-0.04,0.62,1.04,2.98,353.70,0.12,0.12
2012-10-10,10:16:38.000,0.8,9,1901101104,50.5721825,-2.4575000,4.37,2.82,353.98,-0.03,0.62,1.04,2.82,353.98,0.12,0.13
2012-10-10,10:16:39.000,0.8,9,1901101104,50.5722072,-2.4575053,4.38,2.59,350.79,0.02,0.62,1.03,2.59,350.79,0.12,0.13
2012-10-10,10:16:40.000,0.8,9,1901101104,50.5722299,-2.4575106,4.39,2.42,353.12,0.02,0.62,1.04,2.42,353.12,0.13,0.13
2012-10-10,10:16:41.000,0.8,9,1901101104,50.5722529,-2.4575138,4.34,2.62,357.72,-0.02,0.62,1.04,2.62,357.72,0.13,0.13
2012-10-10,10:16:42.000,0.8,9,1901101104,50.5722777,-2.4575159,4.33,2.81,356.88,-0.02,0.62,1.04,2.81,356.88,0.13,0.14
2012-10-10,10:16:43.000,0.8,9,1901101104,50.5723037,-2.4575199,4.38,2.89,352.45,0.03,0.62,1.04,2.89,352.45,0.13,0.13
2012-10-10,10:16:44.000,0.8,9,1901101104,50.5723302,-2.4575252,4.39,2.94,353.28,0.04,0.62,1.04,2.94,353.28,0.13,0.13
2012-10-10,10:16:45.000,0.8,9,1901101104,50.5723568,-2.4575299,4.34,2.92,354.56,0.01,0.61,1.04,2.92,354.56,0.13,0.13
2012-10-10,10:16:46.000,0.8,9,1901101104,50.5723837,-2.4575336,4.33,2.98,355.84,0.01,0.61,1.04,2.98,355.84,0.12,0.13
